objectid,Geographic ID,State FIPS,County FIPS,Census Tract,Total Population,Total Population for Income,Total Civilian Population,Total Households,Total Families,Total Over 5 Population,Total Over 75 Population,People of Color Population,Single-Parent Family Population,Limited English Proficiency Population,Low-Income Population,Disabled Population,Rent-Burdened Population,Zero-Vehicle Household Population,Percent Over 75,Percent People of Color,Percent Single-Parent Family,Percent Limited English Proficiency,Percent Low-Income,Percent Disabled,Percent Rent-Burdened,Percent Zero-Vehicle Household,Over 75 Reg Mean Plus Half SD,People of Color Reg Mean Plus Half SD,Single-Parent Family Reg Mean Plus Half SD,Limited English Proficiency Reg Mean Plus Half SD,Low-Income Reg Mean Plus Half SD,Disabled Reg Mean Plus Half SD,Rent-Burdened Reg Mean Plus Half SD,Zero-Vehicle Household Reg Mean Plus Half SD,PBA 2035 Equity Priority Community,PBA 2040 Equity Priority Community,PBA 2050 Equity Priority Community,Change PBA 2040 to 2050,Equity Priority Community Class,Shape__Area,Shape__Length
1762,06001428700,06,001,428700,4484,4142,4019,1408,1023,4105,184,3125,203,527,1370,415,151,287,0.0410347903657449,0.696922390722569,0.198435972629521,0.128380024360536,0.330758087880251,0.103259517292859,0.107244318181818,0.203835227272727,0,0,1,1,1,0,0,1,1,1,1,0,High,0.000976402015567146,0.165498889354949
1768,06001430500,06,001,430500,6049,5661,5661,2073,1370,5617,294,4254,298,370,1753,691,312,155,0.0486030748884113,0.703256736650686,0.217518248175182,0.0658714616343244,0.309662603780251,0.122063239710299,0.150506512301013,0.0747708634828751,0,1,1,0,1,1,1,0,0,0,1,1,High,0.000265617752575054,0.10121279383993
1779,06001432400,06,001,432400,6583,6414,6583,1822,1295,6311,263,5324,260,708,1880,616,207,149,0.0399513899437946,0.808749810116968,0.200772200772201,0.112185073680875,0.293108824446523,0.0935743581953517,0.113611416026345,0.0817782656421515,0,1,1,0,1,0,0,0,1,1,1,0,High,0.000733941633825452,0.142079503680847
1780,06001432501,06,001,432501,4851,4851,4841,1427,1079,4570,269,3959,221,1103,1572,505,223,131,0.0554524840239126,0.816120387548959,0.204819277108434,0.241356673960613,0.324056895485467,0.104317289816154,0.156271899088998,0.0918009810791871,0,1,1,1,1,0,1,0,1,1,1,0,High,0.000138573828735389,0.0497975366262695
1781,06001432502,06,001,432502,5272,5259,5272,1537,1143,5034,235,4510,238,716,1629,491,144,98,0.0445751138088012,0.85546282245827,0.2082239720035,0.142232816845451,0.309754706217912,0.093133535660091,0.0936890045543266,0.0637605725439167,0,1,1,1,1,0,0,0,1,1,1,0,High,8.27438998385333E-05,0.0439686860597718
1782,06001432600,06,001,432600,7314,7187,7187,3040,1821,6735,426,5496,351,740,2234,886,457,308,0.0582444626743232,0.75143560295324,0.192751235584843,0.109873793615442,0.310839014887992,0.123278141088076,0.150328947368421,0.101315789473684,0,1,1,0,1,1,1,0,1,1,1,0,High,0.000170135019743611,0.0661925157797476
1785,06001433000,06,001,433000,3661,3634,3661,1361,849,3544,331,2668,63,461,1363,357,86,64,0.0904124556132204,0.728762633160339,0.0742049469964664,0.130079006772009,0.375068794716566,0.0975143403441683,0.0631888317413666,0.0470242468772961,1,1,0,1,1,0,0,0,0,0,1,1,High,0.000135370562929893,0.0590331355011883
1787,06001433103,06,001,433103,3993,3993,3975,1522,864,3843,76,3561,242,442,1326,337,231,149,0.0190333082895066,0.891810668670173,0.280092592592593,0.115014311735623,0.332081141998497,0.0847798742138365,0.151773981603154,0.0978975032851511,0,1,1,0,1,0,1,0,1,1,1,0,High,7.1632213803241E-05,0.0500815202936606
1788,06001433104,06,001,433104,3608,3608,3608,1818,929,3349,262,2472,202,412,1228,613,413,314,0.0726164079822616,0.685144124168514,0.217438105489774,0.123021797551508,0.340354767184035,0.16990022172949,0.227172717271727,0.172717271727173,0,0,1,1,1,1,1,1,1,1,1,0,High,0.000107491611288424,0.0458184641660814
1789,06001433200,06,001,433200,7625,7489,7545,2754,1718,6919,440,6242,478,808,3009,708,417,301,0.0577049180327869,0.818622950819672,0.278230500582072,0.116779881485764,0.401789290960075,0.0938369781312127,0.151416122004357,0.109295570079884,0,1,1,0,1,0,1,0,1,1,1,0,High,0.000324694645769341,0.0988521923148921
1793,06001433600,06,001,433600,5722,5722,5722,2153,1466,5595,351,4464,435,1289,2352,600,380,245,0.0613421880461377,0.780146801817546,0.296725784447476,0.230384271671135,0.411045089129675,0.104858441104509,0.176497909893172,0.113794705062703,0,1,1,1,1,0,1,0,1,1,1,0,High,0.000159361916757916,0.0670321681311997
1796,06001433900,06,001,433900,7440,7440,7440,2419,1735,6773,171,6751,725,1658,3815,845,698,183,0.0229838709677419,0.90739247311828,0.417867435158501,0.244795511590137,0.512768817204301,0.113575268817204,0.288548987184787,0.0756510954940058,0,1,1,1,1,0,1,0,1,1,1,0,Highest,8.31986531011353E-05,0.0379845631021012
1797,06001434000,06,001,434000,5156,5156,5156,1774,1232,4808,130,4435,343,947,2058,422,346,177,0.0252133436772692,0.860162916989915,0.278409090909091,0.196963394342762,0.399146625290923,0.0818463925523662,0.195039458850056,0.0997745208568207,0,1,1,1,1,0,1,0,1,1,1,0,Higher,0.000124109063563083,0.056460967396743
1800,06001435104,06,001,435104,5826,5814,5821,2104,1283,5249,75,5163,260,815,1887,366,559,189,0.0128733264675592,0.886199794026777,0.202650038971161,0.155267670032387,0.324561403508772,0.0628757945370211,0.265684410646388,0.089828897338403,0,1,1,1,1,0,1,0,1,1,1,0,High,0.000732690533823188,0.154081375354621
1803,06001435400,06,001,435400,4320,4230,4282,1748,876,4011,276,3401,239,352,1405,585,345,289,0.0638888888888889,0.787268518518519,0.272831050228311,0.087758663674894,0.332151300236407,0.1366184026156,0.197368421052632,0.16533180778032,0,1,1,0,1,1,1,1,1,1,1,0,High,0.000134570500449627,0.0582395025260558
1804,06001435500,06,001,435500,4102,4069,4069,1506,852,3833,260,2933,159,521,1160,518,381,132,0.0633837152608484,0.715017064846416,0.186619718309859,0.135924863031568,0.285082329810764,0.127304005898255,0.252988047808765,0.0876494023904383,0,1,1,1,1,1,1,0,1,1,1,0,High,0.000102240666365105,0.0487620600991556
1805,06001435601,06,001,435601,5718,5605,5641,1650,1075,5332,117,5088,180,809,2166,515,234,62,0.0204616998950682,0.889821615949633,0.167441860465116,0.151725431357839,0.386440677966102,0.0912958695266797,0.141818181818182,0.0375757575757576,0,1,0,1,1,0,1,0,1,1,1,0,Higher,9.63234106166055E-05,0.0578114745217243
1806,06001435602,06,001,435602,5590,5444,5497,1669,1065,5192,254,4196,144,772,1841,756,280,153,0.045438282647585,0.750626118067979,0.135211267605634,0.148690292758089,0.33817046289493,0.137529561579043,0.167765128819652,0.091671659676453,0,1,0,1,1,1,1,0,1,1,1,0,High,0.000118015523185022,0.0494622573946293
1812,06001436200,06,001,436200,4360,4208,4206,1263,874,3968,185,3847,206,478,1440,323,264,69,0.0424311926605505,0.882339449541284,0.235697940503432,0.120463709677419,0.342205323193916,0.0767950546837851,0.209026128266033,0.0546318289786223,0,1,1,1,1,0,1,0,1,1,1,0,High,6.58089584248955E-05,0.0383251197465413
1816,06001436500,06,001,436500,5206,5206,5206,1734,1102,4736,94,4466,286,554,1722,221,290,158,0.0180560891279293,0.857856319631195,0.259528130671506,0.116976351351351,0.330772185939301,0.0424510180560891,0.167243367935409,0.091118800461361,0,1,1,0,1,0,1,0,1,1,1,0,High,0.000200139065327676,0.0815601115230756
1817,06001436601,06,001,436601,6685,6667,6685,1856,1485,6202,241,5637,296,919,2066,618,227,57,0.0360508601346298,0.843231114435303,0.199326599326599,0.148178007094486,0.309884505774711,0.0924457741211668,0.122306034482759,0.0307112068965517,0,1,1,1,1,0,0,0,1,1,1,0,High,0.000110307909380936,0.0494503805000072
1818,06001436602,06,001,436602,5256,5250,5236,1705,1224,4885,159,4717,386,705,1721,342,279,98,0.0302511415525114,0.897450532724505,0.315359477124183,0.14431934493347,0.327809523809524,0.0653170359052712,0.163636363636364,0.0574780058651026,0,1,1,1,1,0,1,0,1,1,1,0,High,9.10079866116575E-05,0.0418536975844618
1821,06001436900,06,001,436900,6513,6505,6501,1865,1349,6014,229,5715,288,1072,2519,498,333,91,0.035160448334101,0.877475817595578,0.21349147516679,0.178250748254074,0.387240584166026,0.076603599446239,0.178552278820375,0.0487935656836461,0,1,1,1,1,0,1,0,1,1,1,0,Higher,0.000122920905596402,0.0461403437504551
1826,06001437300,06,001,437300,3258,3227,3244,953,806,3079,147,2667,214,377,1004,459,147,43,0.0451197053406998,0.818600368324125,0.265508684863524,0.122442351412796,0.311124883792997,0.141491985203453,0.154249737670514,0.0451206715634837,0,1,1,1,1,1,1,0,1,1,1,0,High,0.000105553953744675,0.0456669373131206
1828,06001437500,06,001,437500,4586,4502,4502,1189,1025,4201,176,3998,212,628,1647,285,214,16,0.0383776711731356,0.871783689489751,0.206829268292683,0.149488217091169,0.365837405597512,0.0633051976899156,0.179983179142136,0.0134566862910008,0,1,1,1,1,0,1,0,1,1,1,0,Higher,6.42576796963112E-05,0.0353328362154042
1829,06001437600,06,001,437600,3755,3552,3552,914,706,3544,374,3275,134,477,1018,473,97,96,0.0996005326231691,0.872170439414115,0.189801699716714,0.134593679458239,0.286599099099099,0.133164414414414,0.106126914660832,0.105032822757112,1,1,1,1,1,1,0,0,1,1,1,0,High,8.36127846923773E-05,0.0415592443417451
1830,06001437701,06,001,437701,3597,3543,3597,1031,791,3329,86,3214,254,455,1315,206,132,127,0.0239088128996386,0.893522379760912,0.321112515802781,0.136677680985281,0.37115438893593,0.0572699471782041,0.128031037827352,0.123181377303589,0,1,1,1,1,0,0,0,1,1,1,0,Higher,4.95729245812981E-05,0.0466222927427119
1831,06001437702,06,001,437702,4469,4469,4413,1126,1011,4141,90,4309,238,1326,2131,157,252,20,0.0201387334974267,0.964197807115686,0.235410484668645,0.320212509055784,0.476840456477959,0.0355767051892137,0.223801065719361,0.0177619893428064,0,1,1,1,1,0,1,0,1,1,1,0,Highest,3.80328842766176E-05,0.0296551383351646
1833,06001437900,06,001,437900,2384,2379,2384,659,473,2217,89,2184,72,218,892,267,104,12,0.0373322147651007,0.916107382550336,0.152219873150106,0.0983310780333784,0.37494745691467,0.111996644295302,0.157814871016692,0.0182094081942337,0,1,0,0,1,0,1,0,1,1,1,0,Higher,6.95023709340603E-05,0.0513988862870893
1836,06001438201,06,001,438201,4926,4919,4926,1182,1007,4588,203,4465,167,710,1403,373,21,22,0.0412099066179456,0.906414941128705,0.16583912611718,0.154751525719268,0.285220573287254,0.0757206658546488,0.0177664974619289,0.0186125211505922,0,1,0,1,1,0,0,0,1,1,1,0,High,9.84947901088162E-05,0.0439516983226802
1953,06013302005,06,013,302005,7062,7036,7051,2339,1574,6562,305,3955,304,259,3403,926,457,124,0.0431888983290852,0.560039648824696,0.193138500635324,0.0394696738799147,0.483655486071632,0.131328889519217,0.195382642154767,0.053014108593416,0,0,1,0,1,1,1,0,0,0,1,1,High,0.000364249012818618,0.108783656860611
1971,06013305000,06,013,305000,6106,5966,6106,2213,1335,5529,298,4271,517,696,2967,1238,431,200,0.0488044546347855,0.699475925319358,0.387265917602996,0.125881714595768,0.497318136104593,0.20275139207337,0.194758246723904,0.0903750564844103,0,0,1,1,1,1,1,0,1,1,1,0,Higher,0.00100484402537404,0.18716013656621
1972,06013306002,06,013,306002,3587,3587,3587,1059,791,3347,306,2190,167,351,1177,498,47,18,0.0853080568720379,0.610538054084193,0.211125158027813,0.104870032865252,0.328129356007806,0.138834680791748,0.04438149197356,0.0169971671388102,1,0,1,0,1,1,0,0,0,0,1,1,High,0.000959788565069175,0.187491802414075
1973,06013306003,06,013,306003,5115,5026,5026,1595,1166,4855,278,3184,300,435,1522,721,288,92,0.0543499511241447,0.622482893450635,0.257289879931389,0.0895983522142122,0.302825308396339,0.143454038997214,0.180564263322884,0.0576802507836991,0,0,1,0,1,1,1,0,1,1,1,0,High,0.00018428265093462,0.0702374593008796
1976,06013307102,06,013,307102,5273,5273,5273,1746,1171,4846,377,3991,453,719,2718,877,372,129,0.0714963019154182,0.756874644414944,0.386848847139197,0.148369789517128,0.515456097098426,0.166318983500853,0.213058419243986,0.0738831615120275,0,1,1,1,1,1,1,0,0,0,1,1,Higher,0.000165856537932996,0.0646907702330292
1977,06013307201,06,013,307201,3785,3785,3785,1075,760,3489,129,2844,235,430,1913,369,261,141,0.0340819022457067,0.751387054161162,0.309210526315789,0.123244482659788,0.505416116248349,0.0974900924702774,0.242790697674419,0.131162790697674,0,1,1,1,1,0,1,0,1,1,1,0,High,0.000160518572556612,0.0562827143626942
1978,06013307202,06,013,307202,4305,4305,4305,1555,1119,3756,65,3802,655,253,2555,788,590,238,0.0150987224157956,0.883159117305459,0.585344057193923,0.0673588924387646,0.59349593495935,0.183042973286876,0.379421221864952,0.153054662379421,0,1,1,0,1,1,1,1,1,1,1,0,Highest,7.21294863978983E-05,0.0407181614819541
1980,06013307205,06,013,307205,7276,7157,7259,2592,1677,6666,386,5610,535,378,3214,1210,867,351,0.0530511269928532,0.771028037383178,0.31902206320811,0.0567056705670567,0.44907083973732,0.16668962667034,0.334490740740741,0.135416666666667,0,1,1,0,1,1,1,0,1,1,1,0,Higher,0.000314715784497821,0.134129987005573
1983,06013309000,06,013,309000,3564,3528,3553,1251,784,3308,90,2856,147,99,1025,666,165,21,0.0252525252525253,0.801346801346801,0.1875,0.0299274486094317,0.290532879818594,0.187447227694906,0.13189448441247,0.0167865707434053,0,1,1,0,1,1,0,0,1,1,1,0,High,0.00190245973726633,0.234873029151927
1984,06013310000,06,013,310000,6078,5988,6078,1719,1291,5453,186,5397,356,713,2780,923,253,119,0.0306021717670286,0.887956564659427,0.275755228505035,0.130753713552173,0.464261857047428,0.15185916419875,0.14717859220477,0.0692262943571844,0,1,1,1,1,1,1,0,1,1,1,0,Higher,0.000200770364699565,0.101126954198396
1985,06013311000,06,013,311000,5348,5333,5348,1483,1167,4821,336,4577,419,292,2192,934,286,130,0.06282722513089,0.855833956619297,0.359040274207369,0.0605683468160133,0.411025689105569,0.174644727000748,0.192852326365475,0.0876601483479434,0,1,1,0,1,1,1,0,1,1,1,0,Higher,0.000166058483955567,0.0640011428142772
1986,06013312000,06,013,312000,2352,2259,2300,775,545,2152,121,2126,178,330,1089,417,190,145,0.0514455782312925,0.90391156462585,0.326605504587156,0.153345724907063,0.48207171314741,0.181304347826087,0.245161290322581,0.187096774193548,0,1,1,1,1,1,1,1,1,1,1,0,Highest,0.000147107472457719,0.0682457988626381
1987,06013313101,06,013,313101,7055,6921,7055,2538,1613,6539,584,5500,456,494,2834,1145,455,425,0.0827781715095677,0.779588944011339,0.282703037817731,0.0755467196819085,0.409478399075278,0.162296243798724,0.179275019700552,0.167454688731284,1,1,1,0,1,1,1,1,1,1,1,0,High,0.000367900902347174,0.0824662468656586
1988,06013313102,06,013,313102,4310,4220,4223,1491,1001,4108,192,3474,253,215,1444,408,287,108,0.0445475638051044,0.806032482598608,0.252747252747253,0.0523369036027264,0.34218009478673,0.0966137816717973,0.192488262910798,0.0724346076458753,0,1,1,0,1,0,1,0,0,0,1,1,High,0.000202584063572431,0.057527253128694
1991,06013313204,06,013,313204,5711,5705,5696,1720,1373,5286,172,4415,289,894,1702,489,161,90,0.0301173174575381,0.773069514971108,0.210487982520029,0.169125993189557,0.298334794040315,0.0858497191011236,0.0936046511627907,0.0523255813953488,0,1,1,1,1,0,0,0,1,1,1,0,High,0.00175023090150717,0.24183614964664
1993,06013313206,06,013,313206,6129,6115,6129,1551,1347,5635,117,5444,378,994,2497,676,205,52,0.0190895741556534,0.88823625387502,0.280623608017817,0.17639751552795,0.408340147179068,0.110295317343775,0.13217279174726,0.0335267569310123,0,1,1,1,1,0,0,0,1,1,1,0,Higher,0.000175844858858909,0.0556291788316911
1994,06013314102,06,013,314102,6379,6365,6379,1828,1568,5980,276,5305,311,938,2127,618,164,94,0.0432669697444741,0.831635052516068,0.198341836734694,0.15685618729097,0.334171249018068,0.0968803887756702,0.0897155361050328,0.0514223194748359,0,1,1,1,1,0,0,0,1,1,1,0,High,0.000572302071759623,0.13728631538373
1995,06013314103,06,013,314103,5717,5717,5717,1586,1282,5314,79,5119,336,796,3073,708,283,142,0.0138184362427847,0.895399685149554,0.262090483619345,0.149792999623636,0.537519678152877,0.123841175441665,0.17843631778058,0.0895334174022699,0,1,1,1,1,1,1,0,1,1,1,0,Higher,0.000746301382150705,0.116331007793519
1996,06013314104,06,013,314104,9047,8992,9020,2552,1844,8339,253,7715,605,1556,4046,1111,237,208,0.0279650712943517,0.852768873659777,0.328091106290672,0.186593116680657,0.449955516014235,0.123170731707317,0.0928683385579937,0.0815047021943574,0,1,1,1,1,1,0,0,1,1,1,0,Higher,0.000237901249874994,0.0837178389799371
1997,06013314200,06,013,314200,7323,7168,7323,1759,1581,6888,197,6558,289,1679,3899,912,261,66,0.0269015430834358,0.895534616960262,0.182795698924731,0.243757259001161,0.5439453125,0.124539123310119,0.14837976122797,0.0375213189312109,0,1,1,1,1,1,1,0,1,1,1,0,Higher,0.00101768317836104,0.142113070743682
1999,06013316000,06,013,316000,1106,1025,1025,479,193,1061,35,447,110,31,642,377,95,146,0.0316455696202532,0.404159132007233,0.569948186528497,0.0292177191328935,0.626341463414634,0.36780487804878,0.198329853862213,0.304801670146138,0,0,1,0,1,1,1,1,1,1,1,0,Highest,0.000293721890102461,0.0979205344083288
2017,06013328000,06,013,328000,2314,2227,2227,1387,435,2261,415,1060,80,193,779,729,333,368,0.179343128781331,0.458081244598099,0.183908045977011,0.0853604599734631,0.349797934440952,0.327346205657836,0.240086517664023,0.265320836337419,1,0,1,0,1,1,1,1,1,1,1,0,High,0.000110885094727564,0.0535885848347774
2030,06013336101,06,013,336101,5560,5518,5547,1559,1016,5141,66,4869,310,886,2563,457,364,135,0.0118705035971223,0.875719424460432,0.30511811023622,0.172340011670881,0.464479884015948,0.0823868757887146,0.23348300192431,0.0865939704939064,0,1,1,1,1,0,1,0,1,1,1,0,Higher,7.22871350262722E-05,0.0395183106599202
2031,06013336102,06,013,336102,7220,7220,7220,2778,1548,6565,151,5787,495,1562,3431,1187,746,350,0.0209141274238227,0.801523545706371,0.319767441860465,0.237928408225438,0.475207756232687,0.164404432132964,0.268538516918646,0.125989920806336,0,1,1,1,1,1,1,0,1,1,1,0,Highest,6.78176343171799E-05,0.0466817388103329
2032,06013336201,06,013,336201,3966,3957,3966,1291,895,3662,252,2993,105,688,1464,718,189,109,0.0635400907715582,0.754664649520928,0.11731843575419,0.187875477880939,0.369977255496588,0.181038830055472,0.146398140975988,0.0844306738962045,0,1,0,1,1,1,1,0,1,1,1,0,High,0.000129634380300558,0.060621161833186
2033,06013336202,06,013,336202,6489,6409,6428,1769,1363,5813,21,5609,328,2059,3998,574,461,222,0.00323624595469256,0.86438588380336,0.240645634629494,0.354206089798727,0.623810266812295,0.0892968263845675,0.260599208592425,0.125494629734313,0,1,1,1,1,0,1,0,1,1,1,0,Higher,6.93292727191874E-05,0.0453827980588278
2106,06013358000,06,013,358000,6195,6195,6195,2232,1589,5803,331,4520,381,378,1883,806,311,198,0.0534301856335755,0.729620661824052,0.239773442416614,0.0651387213510253,0.303954802259887,0.130104923325262,0.139336917562724,0.0887096774193548,0,1,1,0,1,1,0,0,0,0,1,1,High,0.00100919411761424,0.152142307265524
2120,06013364002,06,013,364002,5980,5980,5980,1899,1353,5702,261,4630,183,603,1794,749,196,227,0.0436454849498328,0.774247491638796,0.135254988913525,0.105752367590319,0.3,0.125250836120401,0.103212216956293,0.119536598209584,0,1,0,0,1,1,0,0,0,0,1,1,High,0.000204962705083744,0.079172618255974
2121,06013365002,06,013,365002,5739,5739,5739,1444,1171,5278,167,5469,346,1310,2741,713,228,72,0.0290991461927165,0.952953476215369,0.295473953885568,0.248200075786283,0.477609339606203,0.124237672068305,0.157894736842105,0.0498614958448753,0,1,1,1,1,1,1,0,1,1,1,0,Highest,0.000631564331797563,0.118129677425974
2123,06013366001,06,013,366001,4540,4540,4540,1259,1001,4338,110,4241,264,949,1763,424,102,54,0.0242290748898678,0.934140969162996,0.263736263736264,0.218764407561088,0.388325991189427,0.0933920704845815,0.0810166799046863,0.0428911834789516,0,1,1,1,1,0,0,0,1,1,1,0,Higher,0.000103736656001274,0.0519335952518658
2124,06013366002,06,013,366002,6342,6342,6342,1689,1354,5863,199,6003,418,1255,2720,570,183,70,0.0313781141595711,0.946546830652791,0.308714918759232,0.214054238444482,0.428886786502681,0.0898770104068117,0.108348134991119,0.0414446417998816,0,1,1,1,1,0,0,0,1,1,1,0,Highest,0.000105061913018289,0.0492617953551516
2125,06013367100,06,013,367100,5193,5156,5178,1979,1229,4914,411,4715,329,494,1853,606,343,230,0.0791450028885037,0.907953013672251,0.267697314890155,0.100529100529101,0.359387121799845,0.117033603707995,0.173319858514401,0.11622031328954,0,1,1,0,1,0,1,0,1,1,1,0,Higher,0.000179670944362442,0.0676587100796318
2126,06013367200,06,013,367200,5727,5714,5705,1692,1286,5427,239,5215,325,859,2359,1055,242,144,0.0417321459752052,0.910598917408766,0.252721617418351,0.158282660770223,0.412845642282114,0.184925503943909,0.143026004728132,0.0851063829787234,0,1,1,1,1,1,1,0,1,1,1,0,Higher,0.000138217264066043,0.0635556705666204
2127,06013368001,06,013,368001,4912,4912,4912,1262,1099,4689,111,4507,245,1279,2350,686,286,98,0.0225977198697068,0.917548859934853,0.222929936305732,0.27276604819791,0.478420195439739,0.139657980456026,0.22662440570523,0.0776545166402536,0,1,1,1,1,1,1,0,1,1,1,0,Higher,7.85076790634776E-05,0.0371113223252314
2128,06013368002,06,013,368002,3659,3646,3659,1048,822,3384,71,3453,179,783,1409,568,158,92,0.0194042088002186,0.943700464607816,0.217761557177616,0.231382978723404,0.386450905101481,0.155233670401749,0.150763358778626,0.0877862595419847,0,1,1,1,1,1,1,0,1,1,1,0,Higher,6.85038580741093E-05,0.0390160389439554
2129,06013369001,06,013,369001,7336,6960,6960,2389,1456,6812,515,6448,508,1618,3478,1018,735,312,0.0702017448200654,0.878953107960742,0.348901098901099,0.237522019964768,0.499712643678161,0.146264367816092,0.307660108832147,0.130598576810381,0,1,1,1,1,1,1,0,1,1,1,0,Highest,0.000164937366662343,0.0626373304452994
2130,06013369002,06,013,369002,2782,2782,2782,1063,656,2586,85,2026,99,289,1143,344,168,55,0.0305535585909418,0.728253055355859,0.150914634146341,0.111755607115236,0.410855499640546,0.123652048885694,0.158043273753528,0.0517403574788335,0,1,0,0,1,1,1,0,1,1,1,0,High,0.000155408411501412,0.0615473853927487
2132,06013371000,06,013,371000,5892,5892,5892,1954,1270,5581,190,4407,229,907,1761,405,177,109,0.0322471147318398,0.7479633401222,0.180314960629921,0.162515678193872,0.29887983706721,0.0687372708757637,0.0905834186284545,0.0557830092118731,0,1,1,1,1,0,0,0,1,1,1,0,High,0.000134472355057369,0.0552531059059507
2133,06013372000,06,013,372000,7703,7703,7703,2270,1681,7223,344,6613,256,1466,2979,762,196,108,0.0446579254835778,0.858496689601454,0.152290303390839,0.202962757856846,0.386732441905751,0.0989224977281579,0.0863436123348018,0.0475770925110132,0,1,0,1,1,0,0,0,1,1,1,0,Higher,0.000160256384333479,0.0553295388512475
2134,06013373000,06,013,373000,4248,4189,4216,1128,903,4015,165,4121,262,1094,1855,437,114,129,0.0388418079096045,0.970103578154426,0.290143964562569,0.272478206724782,0.442826450226784,0.10365275142315,0.101063829787234,0.11436170212766,0,1,1,1,1,0,0,0,1,1,1,0,Highest,8.42745571389969E-05,0.0447512189102013
2135,06013374000,06,013,374000,4893,4893,4875,1783,1043,4501,167,3934,279,768,2327,629,323,257,0.0341303903535663,0.804005722460658,0.267497603068073,0.170628749166852,0.475577355405682,0.129025641025641,0.181155356141335,0.144139091418957,0,1,1,1,1,1,1,0,1,1,1,0,Higher,0.000101952257864468,0.0410741292757411
2136,06013375000,06,013,375000,4617,4612,4612,1204,1061,4196,95,4324,359,846,2125,424,272,157,0.0205761316872428,0.936538878059346,0.338360037700283,0.201620591039085,0.460754553339115,0.0919340849956635,0.225913621262458,0.130398671096346,0,1,1,1,1,0,1,0,1,1,1,0,Highest,6.73872000334086E-05,0.0339403440206758
2137,06013376000,06,013,376000,5653,5620,5653,1691,1184,5098,231,5540,378,1013,3248,695,227,262,0.0408632584468424,0.980010613833363,0.319256756756757,0.198705374656728,0.577935943060498,0.122943569785954,0.134240094618569,0.154937906564163,0,1,1,1,1,1,0,1,1,1,1,0,Highest,0.000126178876598715,0.055677063363246
2138,06013377000,06,013,377000,7040,6956,7040,2254,1366,6766,307,6333,221,1256,3307,1038,415,368,0.0436079545454545,0.899573863636364,0.161786237188873,0.185634052616021,0.47541690626797,0.147443181818182,0.184117125110914,0.163265306122449,0,1,0,1,1,1,1,1,1,1,1,0,Higher,0.000129233433199261,0.0657320964323047
2140,06013379000,06,013,379000,6831,6734,6753,1874,1423,6215,329,6642,477,1240,3860,920,327,352,0.0481627872932221,0.972332015810277,0.335207308503162,0.19951729686243,0.573210573210573,0.136235747075374,0.174493062966916,0.187833511205977,0,1,1,1,1,1,1,1,1,1,1,0,Highest,0.000172622626450902,0.077089695345937
2141,06013380000,06,013,380000,6376,6346,6376,2803,1588,5993,209,4712,301,538,1836,620,353,178,0.0327791718946048,0.739021329987453,0.189546599496222,0.0897713999666277,0.28931610463284,0.0972396486825596,0.125936496610774,0.0635033892258295,0,1,1,0,1,0,0,0,1,1,1,0,High,0.00069522172680081,0.148553765239613
2142,06013381000,06,013,381000,6632,6608,6617,1944,1297,6284,193,6249,236,1215,3389,1147,396,294,0.0291013268998794,0.942249698431846,0.181958365458751,0.193348185868873,0.512863196125908,0.173341393380686,0.203703703703704,0.151234567901235,0,1,1,1,1,1,1,1,1,1,1,0,Highest,0.00020113155414947,0.072847607353677
2143,06013382000,06,013,382000,7809,7780,7809,2795,1640,7085,372,7114,732,693,3676,1163,505,385,0.047637341529005,0.91100012805737,0.446341463414634,0.0978122794636556,0.472493573264781,0.148930720962991,0.180679785330948,0.137745974955277,0,1,1,0,1,1,1,0,1,1,1,0,Higher,0.000202894767880935,0.0917888090379339
2148,06013386000,06,013,386000,3666,3666,3666,1475,966,3503,369,2404,130,460,1360,496,326,242,0.100654664484452,0.655755591925805,0.134575569358178,0.131316014844419,0.370976541189307,0.135297326786688,0.221016949152542,0.164067796610169,1,0,0,1,1,1,1,1,1,1,1,0,High,0.000100727957487834,0.0574478255668049
2152,06013389200,06,013,389200,1868,1798,1828,691,366,1693,30,1488,47,142,528,105,144,72,0.0160599571734475,0.796573875802998,0.128415300546448,0.0838747784997047,0.293659621802002,0.0574398249452954,0.208393632416787,0.104196816208394,0,1,0,0,1,0,1,0,0,0,1,1,High,2.35928109759698E-05,0.0253843086708705
2175,06041108200,06,041,108200,6549,6448,6456,2808,1536,6316,1114,2743,150,385,1875,811,299,496,0.170102305695526,0.418842571384944,0.09765625,0.0609563014566181,0.290787841191067,0.125619578686493,0.106481481481481,0.176638176638177,1,0,0,0,1,1,0,1,0,0,1,1,High,0.000483625833112455,0.100919883283876
2182,06041112201,06,041,112201,8176,8083,8176,1813,1497,7284,70,7719,552,2651,5363,432,708,221,0.00856164383561644,0.94410469667319,0.3687374749499,0.363948380010983,0.663491277990845,0.0528375733855186,0.390512961941533,0.121897407611693,0,1,1,1,1,0,1,0,1,1,1,0,Highest,3.8599990602961E-05,0.038334303416103
2183,06041112202,06,041,112202,4964,4877,4964,1272,956,4515,180,4026,303,1319,2532,339,312,118,0.0362610797743755,0.811039484286865,0.316945606694561,0.292137320044297,0.519171621898708,0.0682917002417405,0.245283018867925,0.0927672955974843,0,1,1,1,1,0,1,0,1,1,1,0,Highest,0.000416518997099047,0.129870565192402
