objectid,Geographic ID,State FIPS,County FIPS,Census Tract,Total Population,Total Population for Income,Total Civilian Population,Total Households,Total Families,Total Over 5 Population,Total Over 75 Population,People of Color Population,Single-Parent Family Population,Limited English Proficiency Population,Low-Income Population,Disabled Population,Rent-Burdened Population,Zero-Vehicle Household Population,Percent Over 75,Percent People of Color,Percent Single-Parent Family,Percent Limited English Proficiency,Percent Low-Income,Percent Disabled,Percent Rent-Burdened,Percent Zero-Vehicle Household,Over 75 Reg Mean Plus Half SD,People of Color Reg Mean Plus Half SD,Single-Parent Family Reg Mean Plus Half SD,Limited English Proficiency Reg Mean Plus Half SD,Low-Income Reg Mean Plus Half SD,Disabled Reg Mean Plus Half SD,Rent-Burdened Reg Mean Plus Half SD,Zero-Vehicle Household Reg Mean Plus Half SD,PBA 2035 Equity Priority Community,PBA 2040 Equity Priority Community,PBA 2050 Equity Priority Community,Change PBA 2040 to 2050,Equity Priority Community Class,Shape__Area,Shape__Length
2207,06041129000,06,041,129000,2940,2926,2940,1170,688,2658,121,2245,216,352,1607,532,306,94,0.041156462585034,0.763605442176871,0.313953488372093,0.132430398796087,0.549213943950786,0.180952380952381,0.261538461538462,0.0803418803418803,0,1,1,1,1,1,1,0,1,1,1,0,Highest,0.000138427931688057,0.0534387653938146
2215,06055200202,06,055,200202,2772,2580,2619,1108,565,2577,135,1384,168,336,873,392,178,150,0.0487012987012987,0.499278499278499,0.297345132743363,0.130384167636787,0.338372093023256,0.149675448644521,0.160649819494585,0.135379061371841,0,0,1,1,1,1,1,0,1,1,1,0,High,0.000106948478332924,0.0437499783768361
2217,06055200301,06,055,200301,5481,5436,5481,1723,1124,4988,299,3243,239,1050,1817,921,181,139,0.0545520890348477,0.59168035030104,0.212633451957295,0.210505212510024,0.334253127299485,0.168035030103996,0.105049332559489,0.0806732443412652,0,0,1,1,1,1,0,0,0,0,1,1,High,0.000297233292712917,0.0784587064031497
2233,06055200804,06,055,200804,5613,5613,5613,1612,1218,5271,168,4237,250,1202,2112,377,217,58,0.0299305184393373,0.754854801354,0.205254515599343,0.228040220072093,0.376269374665954,0.0671655086406556,0.134615384615385,0.0359801488833747,0,1,1,1,1,0,0,0,1,1,1,0,High,0.000126231050217029,0.0501859878871353
2234,06055200900,06,055,200900,722,119,119,37,11,722,23,326,4,6,103,80,22,33,0.0318559556786704,0.451523545706371,0.363636363636364,0.00831024930747922,0.865546218487395,0.672268907563025,0.594594594594595,0.891891891891892,0,0,1,0,1,1,1,1,1,1,1,0,Highest,0.000530310254362121,0.119583269426486
2253,06055202000,06,055,202000,5285,5221,5201,2082,1346,5001,527,2468,245,799,1556,852,116,147,0.0997161778618732,0.466982024597919,0.182020802377415,0.159768046390722,0.298027197854817,0.163814651028648,0.0557156580211335,0.0706051873198847,1,0,1,1,1,1,0,0,0,0,1,1,High,0.00069040538619447,0.150973722802319
2254,06075010100,06,075,010100,3850,3850,3850,2061,848,3775,430,1985,133,760,1522,711,336,993,0.111688311688312,0.515584415584416,0.156839622641509,0.201324503311258,0.395324675324675,0.184675324675325,0.163027656477438,0.481804949053857,1,0,0,1,1,1,1,1,0,0,1,1,Higher,0.000112370282749907,0.0482256619893761
2259,06075010600,06,075,010600,3356,3356,3343,1797,673,3335,425,2107,34,1012,1388,488,264,1248,0.126638855780691,0.627830750893921,0.050520059435364,0.303448275862069,0.413587604290822,0.145976667663775,0.146911519198664,0.69449081803005,1,0,0,1,1,1,1,1,1,1,1,0,Higher,1.9115102077194E-05,0.0238144637114212
2260,06075010700,06,075,010700,5522,5522,5522,2491,1378,5370,871,4792,121,3078,3170,788,527,1829,0.15773270554147,0.867801521187975,0.0878084179970972,0.573184357541899,0.574067366896052,0.14270191959435,0.211561621838619,0.734243275792854,1,1,0,1,1,1,1,1,1,1,1,0,Highest,1.87365649253479E-05,0.0212597357481682
2266,06075011300,06,075,011300,3046,3010,3046,1546,675,2927,737,2585,83,1429,1434,745,332,1188,0.241956664478004,0.84865397242285,0.122962962962963,0.488213187564059,0.47641196013289,0.244583059750492,0.214747736093144,0.76843467011643,1,1,0,1,1,1,1,1,1,1,1,0,Highest,1.0463643775438E-05,0.015710295419555
2267,06075011700,06,075,011700,1768,1714,1768,1019,324,1727,163,1212,22,491,549,314,184,785,0.0921945701357466,0.68552036199095,0.0679012345679012,0.284308048639259,0.320303383897316,0.177601809954751,0.180569185475957,0.77036310107949,1,0,0,1,1,1,1,1,0,0,1,1,High,5.60423750357586E-05,0.0369208639010064
2268,06075011800,06,075,011800,1477,1477,1477,735,370,1426,250,1338,37,710,780,204,173,605,0.16926201760325,0.905890318212593,0.1,0.497896213183731,0.528097494922139,0.138117806364252,0.235374149659864,0.82312925170068,1,1,0,1,1,1,1,1,1,1,1,0,Highest,5.78538856643718E-06,0.00997483407349579
2271,06075012000,06,075,012000,3993,3960,3993,2484,646,3962,132,2435,52,463,1471,548,612,1852,0.0330578512396694,0.609817180065114,0.0804953560371517,0.11686017163049,0.371464646464646,0.137240170298022,0.246376811594203,0.745571658615137,0,0,0,0,1,1,1,1,1,1,1,0,High,1.27083922052407E-05,0.0171305223200384
2273,06075012201,06,075,012201,4638,4638,4638,2683,599,4529,141,2990,13,447,1548,602,570,2251,0.0304010349288486,0.644674428633031,0.0217028380634391,0.0986972841686907,0.333764553686934,0.129797326433808,0.212448751397689,0.838986209467015,0,0,0,0,1,1,1,1,0,0,1,1,High,9.41301641432801E-06,0.012317971583207
2274,06075012202,06,075,012202,3525,3525,3515,1631,408,3468,146,2452,13,625,1968,831,555,1302,0.0414184397163121,0.695602836879433,0.0318627450980392,0.180219146482122,0.558297872340425,0.236415362731152,0.340282035561006,0.798283261802575,0,0,0,1,1,1,1,1,1,1,1,0,Highest,9.47165744946687E-06,0.0123078337853937
2275,06075012301,06,075,012301,2116,2116,2116,1233,281,2025,161,1562,32,583,1318,654,386,1016,0.0760869565217391,0.738185255198488,0.113879003558719,0.287901234567901,0.622873345935728,0.309073724007561,0.313057583130576,0.824006488240065,0,1,0,1,1,1,1,1,1,1,1,0,Highest,9.40913241720409E-06,0.0170730484763101
2276,06075012302,06,075,012302,2621,2621,2621,1943,228,2598,130,1568,31,129,906,388,530,1633,0.0495993895459748,0.598244944677604,0.135964912280702,0.0496535796766744,0.345669591758871,0.148035101106448,0.272774060730829,0.840452907874421,0,0,0,0,1,1,1,1,0,0,1,1,High,9.47538819673355E-06,0.0171016585333541
2277,06075012401,06,075,012401,4782,4782,4782,2749,725,4521,166,3424,110,785,2284,1021,878,2138,0.0347135089920535,0.716018402342116,0.151724137931034,0.173634151736342,0.477624424926809,0.213508992053534,0.31938886867952,0.777737359039651,0,1,0,1,1,1,1,1,1,1,1,0,Highest,9.40135714699863E-06,0.0123054558488818
2278,06075012402,06,075,012402,4320,4018,4320,2643,537,4188,186,2869,75,471,1289,715,587,1908,0.0430555555555556,0.66412037037037,0.139664804469274,0.112464183381089,0.320806371329019,0.165509259259259,0.222096102913356,0.721906923950057,0,0,0,0,1,1,1,1,0,0,1,1,High,3.67957704838773E-05,0.0279606937445713
2279,06075012501,06,075,012501,4002,3921,4002,2259,728,3869,228,2925,169,877,2692,1315,602,1877,0.0569715142428786,0.730884557721139,0.232142857142857,0.226673559059188,0.686559551134915,0.328585707146427,0.266489597166888,0.830898627711377,0,1,1,1,1,1,1,1,1,1,1,0,Highest,1.3913322618464E-05,0.0200980960712574
2280,06075012502,06,075,012502,3584,3424,3424,2208,521,3452,600,2934,10,1280,2140,1253,341,1957,0.167410714285714,0.818638392857143,0.0191938579654511,0.370799536500579,0.625,0.365946261682243,0.154438405797101,0.886322463768116,1,1,0,1,1,1,1,1,1,1,1,0,Highest,6.28184716333635E-06,0.0104311265019702
2298,06075015500,06,075,015500,3532,3487,3487,2324,538,3471,967,1879,37,725,1055,1039,550,1375,0.273782559456399,0.531993204983013,0.0687732342007435,0.208873523480265,0.302552337252653,0.29796386578721,0.236660929432014,0.591652323580034,1,0,0,1,1,1,1,1,1,1,1,0,High,3.2292978175974E-05,0.0402117608198452
2301,06075015801,06,075,015801,4164,4114,4124,1800,835,3864,250,2534,210,212,1276,596,152,603,0.0600384245917387,0.608549471661864,0.251497005988024,0.0548654244306418,0.310160427807487,0.144519883608147,0.0844444444444444,0.335,0,0,1,0,1,1,0,1,0,0,1,1,High,3.5022123483941E-05,0.0277095233229316
2303,06075015900,06,075,015900,4563,4489,4489,2085,810,4464,426,2988,42,495,1265,703,367,864,0.0933596318211703,0.654832347140039,0.0518518518518519,0.110887096774194,0.281799955446647,0.156605034528848,0.176019184652278,0.414388489208633,1,0,0,0,1,1,1,1,0,0,1,1,High,2.99610496767855E-05,0.0258767213611259
2304,06075016000,06,075,016000,2850,2850,2850,1765,398,2804,336,1337,0,267,980,496,320,777,0.117894736842105,0.469122807017544,0,0.0952211126961484,0.343859649122807,0.174035087719298,0.181303116147309,0.440226628895184,1,0,0,0,1,1,1,1,0,0,1,1,High,1.62138967425562E-05,0.0172766806228071
2305,06075016100,06,075,016100,5140,5134,5140,2544,1070,5059,779,3960,223,1067,3033,1364,531,1383,0.151556420233463,0.770428015564202,0.208411214953271,0.210911247282072,0.590767432800935,0.265369649805447,0.20872641509434,0.543632075471698,1,1,1,1,1,1,1,1,1,1,1,0,Highest,3.77291557924764E-05,0.0274995610404888
2318,06075017601,06,075,017601,9244,9244,9224,5273,1458,9204,326,6959,190,1137,3221,1846,1349,3563,0.0352661185633925,0.752812635222847,0.130315500685871,0.123533246414602,0.348442232799654,0.200130095403296,0.255831594917504,0.675706428977812,0,1,0,1,1,1,1,1,1,1,1,0,High,6.43702310298977E-05,0.0408066561831667
2320,06075017801,06,075,017801,3654,3654,3654,2389,833,3564,1343,2525,0,1322,1808,1244,90,1698,0.367542419266557,0.691023535851122,0,0.370931537598204,0.49480021893815,0.340448823207444,0.0376726663876099,0.710757639179573,1,0,0,1,1,1,0,1,1,1,1,0,Highest,2.1894480141782E-05,0.0192805089268944
2321,06075017802,06,075,017802,5782,5771,5756,2535,936,5582,142,3863,130,590,2746,952,507,1512,0.024558976132826,0.668107921134556,0.138888888888889,0.105696882837693,0.475827412926702,0.165392633773454,0.2,0.596449704142012,0,0,0,0,1,1,1,1,0,0,1,1,Higher,5.21478723385371E-05,0.0350052968004866
2322,06075017902,06,075,017902,3064,2977,3064,595,286,2993,7,2240,125,118,1929,517,130,185,0.0022845953002611,0.731070496083551,0.437062937062937,0.0394253257601069,0.647967752771246,0.168733681462141,0.218487394957983,0.310924369747899,0,1,1,0,1,1,1,1,1,1,1,0,Higher,0.000295309676403122,0.112336342149713
2324,06075020100,06,075,020100,6039,6039,6039,3309,941,5844,443,4067,159,733,2824,1366,655,2030,0.0733565159794668,0.673455870177182,0.168969181721573,0.125427789185489,0.46762709057791,0.226196390130816,0.197944998488969,0.613478392263524,0,0,0,1,1,1,1,1,1,1,1,0,Higher,4.63188134744996E-05,0.0300399107662736
2333,06075020900,06,075,020900,4746,4724,4746,1887,750,4640,303,2771,163,771,1515,720,247,827,0.0638432364096081,0.58386009270965,0.217333333333333,0.166163793103448,0.320702794242168,0.151706700379267,0.130895601483837,0.438261791202968,0,0,1,1,1,1,0,1,0,0,1,1,High,3.19648183904064E-05,0.0233195164465208
2349,06075022901,06,075,022901,5174,5174,5174,1547,953,4884,159,3392,208,918,1775,477,260,666,0.0307305759567066,0.655585620409741,0.218258132214061,0.187960687960688,0.343061461151913,0.0921917278701198,0.168067226890756,0.430510665804783,0,0,1,1,1,0,1,1,1,1,1,0,High,2.54381175182061E-05,0.0203958613329377
2350,06075022902,06,075,022902,2605,2598,2605,803,504,2517,211,1674,38,274,747,318,92,245,0.0809980806142035,0.642610364683301,0.0753968253968254,0.10885975367501,0.287528868360277,0.122072936660269,0.114570361145704,0.305105853051059,1,0,0,0,1,1,0,1,0,0,1,1,High,1.65829956131347E-05,0.0175156527569329
2352,06075023001,06,075,023001,5095,5088,5088,1306,1034,4796,321,4794,141,1429,1652,425,107,137,0.0630029440628067,0.940922473012758,0.136363636363636,0.297956630525438,0.324685534591195,0.0835298742138365,0.0819295558958652,0.10490045941807,0,1,0,1,1,0,0,0,1,1,1,0,High,6.89243647684634E-05,0.0357404653903464
2354,06075023102,06,075,023102,4526,4509,4526,1579,953,4092,246,4323,502,401,2384,508,294,541,0.0543526292532037,0.955148033583738,0.526757607555089,0.0979960899315738,0.528720337103571,0.112240388864339,0.186193793540215,0.342621912602913,0,1,1,0,1,0,1,1,1,1,1,0,Highest,5.00579208164709E-05,0.0395566900217786
2355,06075023103,06,075,023103,2654,2654,2654,952,670,2337,75,2550,382,136,1832,228,155,224,0.0282592313489073,0.960813865862849,0.570149253731343,0.0581942661531878,0.690278824415976,0.0859080633006782,0.16281512605042,0.235294117647059,0,1,1,0,1,0,1,1,1,1,1,0,Highest,0.000131254801999603,0.0922147296614
2356,06075023200,06,075,023200,4179,4155,4179,1222,869,3930,224,3897,207,554,1494,562,257,247,0.0536013400335008,0.932519741564968,0.238204833141542,0.140966921119593,0.35956678700361,0.134481933476908,0.210310965630115,0.202127659574468,0,1,1,1,1,1,1,1,1,1,1,0,Higher,8.69450168465846E-05,0.0461323057027403
2357,06075023300,06,075,023300,3456,3443,3453,1100,841,3299,177,3209,146,940,1169,331,163,286,0.0512152777777778,0.928530092592593,0.173602853745541,0.284934828735981,0.33952948010456,0.0958586736171445,0.148181818181818,0.26,0,1,0,1,1,0,1,1,0,0,1,1,High,6.49743524263613E-05,0.0344113675813273
2358,06075023400,06,075,023400,3663,3620,3663,968,752,3453,220,3529,233,683,1602,283,36,234,0.0600600600600601,0.963417963417963,0.309840425531915,0.197799015348972,0.442541436464088,0.0772590772590773,0.0371900826446281,0.241735537190083,0,1,1,1,1,0,0,1,1,1,1,0,Highest,8.56068613757088E-05,0.0380421338973212
2368,06075025702,06,075,025702,4427,4422,4422,1248,1018,4233,396,4082,132,1451,1716,369,118,339,0.0894510955500339,0.922069121301107,0.129666011787819,0.342782896291047,0.388059701492537,0.0834464043419267,0.094551282051282,0.271634615384615,1,1,0,1,1,0,0,1,1,1,1,0,Higher,5.31798164047359E-05,0.0385963005523519
2371,06075026001,06,075,026001,6018,6018,6018,1591,1273,5756,250,5383,278,1109,1985,485,263,179,0.0415420405450316,0.89448321701562,0.218381775333857,0.19266851980542,0.329843801927551,0.0805915586573613,0.165304839723444,0.112507856693903,0,1,1,1,1,0,1,0,1,1,1,0,High,4.1472676457488E-05,0.0276675534935123
2376,06075026200,06,075,026200,7583,7563,7573,1995,1529,7417,579,7093,125,1866,2337,637,134,175,0.0763550046155875,0.935381775023078,0.0817527795945062,0.25158419846299,0.309004363347878,0.0841146177208504,0.0671679197994988,0.087719298245614,0,1,0,1,1,0,0,0,0,0,1,1,High,7.81637190812035E-05,0.0565387709908154
2377,06075026301,06,075,026301,5246,5235,5235,1384,1020,5084,327,4571,155,1402,1788,585,134,181,0.0623332062523828,0.871330537552421,0.151960784313725,0.275767112509835,0.341547277936963,0.111747851002865,0.0968208092485549,0.130780346820809,0,1,0,1,1,0,0,0,1,1,1,0,High,3.82401212846162E-05,0.0296062089935464
2382,06075026403,06,075,026403,3962,3892,3922,1134,811,3800,335,3692,130,1034,1113,455,152,251,0.0845532559313478,0.931852599697123,0.160295930949445,0.272105263157895,0.285971223021583,0.116012238653748,0.134038800705467,0.221340388007055,1,1,0,1,1,0,0,1,1,1,1,0,High,3.8659617985104E-05,0.0300618555824857
2383,06075026404,06,075,026404,2843,2826,2843,701,577,2677,130,2712,120,702,1016,191,151,86,0.0457263454097784,0.953921913471685,0.207972270363951,0.262233843855062,0.359518754423213,0.0671825536405206,0.215406562054208,0.122681883024251,0,1,1,1,1,0,1,0,1,1,1,0,Higher,2.04066586775298E-05,0.0212681538649954
2399,06075031202,06,075,031202,3515,3482,3515,909,634,3336,190,3238,93,871,1032,293,69,177,0.0540540540540541,0.921194879089616,0.146687697160883,0.261091127098321,0.296381390005744,0.0833570412517781,0.0759075907590759,0.194719471947195,0,1,0,1,1,0,0,1,0,0,1,1,High,3.18244224217779E-05,0.031868608377152
2400,06075031301,06,075,031301,4510,4510,4503,1279,946,4382,407,3600,100,775,1452,523,63,96,0.0902439024390244,0.798226164079823,0.105708245243129,0.176859881332725,0.321951219512195,0.116144792360648,0.0492572322126661,0.0750586395621579,1,1,0,1,1,0,0,0,0,0,1,1,High,4.63053233943356E-05,0.0308749072800633
2402,06075031400,06,075,031400,6743,6719,6734,1830,1402,6521,454,5999,187,1472,2034,687,259,256,0.0673290820109743,0.889663354589945,0.133380884450785,0.225732249654961,0.302723619586248,0.102019602019602,0.141530054644809,0.139890710382514,0,1,0,1,1,0,1,0,1,1,1,0,High,7.82599222475255E-05,0.0400919026820465
2412,06075033201,06,075,033201,4483,1824,4483,620,200,4443,64,3141,28,97,1222,300,329,257,0.014276154360919,0.700646888244479,0.14,0.0218320954310151,0.669956140350877,0.0669194735668079,0.530645161290323,0.414516129032258,0,1,0,0,1,0,1,1,0,0,1,1,High,9.8548765436135E-05,0.0416244575966443
2414,06075033204,06,075,033204,4806,4806,4799,1679,655,4715,214,3413,68,528,2541,424,650,391,0.0445276737411569,0.710153974198918,0.10381679389313,0.111983032873807,0.528714107365793,0.088351739945822,0.387135199523526,0.232876712328767,0,1,0,0,1,0,1,1,0,0,1,1,High,3.8846814277349E-05,0.0334352905785913
2424,06075042700,06,075,042700,5422,5422,5422,2427,1357,5145,475,3570,67,788,1662,921,337,729,0.0876060494282553,0.65842862412394,0.049373618275608,0.153158406219631,0.306528956104758,0.16986351899668,0.138854552946024,0.300370828182942,1,0,0,1,1,1,0,1,1,1,1,0,High,4.19147850152513E-05,0.0304286449799026
2437,06075060502,06,075,060502,3488,3473,3488,997,790,3255,99,3373,360,562,2091,458,117,389,0.0283830275229358,0.967029816513762,0.455696202531646,0.172657450076805,0.602073135617622,0.131307339449541,0.117352056168506,0.390170511534604,0,1,1,1,1,1,0,1,1,1,1,0,Highest,2.61136851804622E-05,0.0243472956406786
2440,06075061100,06,075,061100,4692,4692,4692,2062,1171,4428,676,4518,81,2835,3361,690,556,1646,0.144075021312873,0.962915601023018,0.0691716481639624,0.640243902439024,0.716325660699062,0.147058823529412,0.269641125121241,0.798254122211445,1,1,0,1,1,1,1,1,1,1,1,0,Highest,2.40091253544961E-05,0.0219133585124761
2441,06075061200,06,075,061200,4293,4288,4288,1229,740,4175,295,3887,187,876,1373,669,161,334,0.0687165152573958,0.905427440018635,0.252702702702703,0.209820359281437,0.320195895522388,0.156016791044776,0.13100081366965,0.271765663140765,0,1,1,1,1,1,0,1,1,1,1,0,High,4.33678083027189E-05,0.039802618238635
2447,06075980501,06,075,980501,669,669,669,246,156,644,125,665,57,180,332,203,5,143,0.186846038863976,0.994020926756353,0.365384615384615,0.279503105590062,0.496263079222721,0.303437967115097,0.0203252032520325,0.58130081300813,1,1,1,1,1,1,0,1,1,1,1,0,Highest,0.000165002476023801,0.065203465236968
2448,06075980600,06,075,980600,575,575,575,225,132,555,20,472,41,42,242,111,42,56,0.0347826086956522,0.820869565217391,0.310606060606061,0.0756756756756757,0.420869565217391,0.19304347826087,0.186666666666667,0.248888888888889,0,1,1,0,1,1,1,1,1,1,1,0,Higher,0.000298117046440893,0.0838987181784013
2458,06081600800,06,081,600800,7410,7398,7410,2761,1509,7117,353,6429,286,588,2921,528,974,815,0.047638326585695,0.867611336032389,0.189529489728297,0.082619081073486,0.394836442281698,0.0712550607287449,0.352770735240855,0.295182904744658,0,1,1,0,1,0,1,1,1,1,1,0,Higher,6.15626386206714E-05,0.0491279644283821
2466,06081601502,06,081,601502,5591,5262,5262,1791,1154,5323,423,4891,141,604,1599,397,546,191,0.075657306385262,0.874798783759614,0.122183708838821,0.113469847830171,0.30387685290764,0.0754465982516154,0.304857621440536,0.106644332774986,0,1,0,0,1,0,1,0,1,1,1,0,High,8.40978395899583E-05,0.0483737535072174
2476,06081602100,06,081,602100,3279,3271,3267,967,736,3041,99,2895,148,596,1545,305,259,66,0.030192131747484,0.882891125343092,0.201086956521739,0.195988161788885,0.472332619993886,0.0933578206305479,0.267838676318511,0.0682523267838676,0,1,1,1,1,0,1,0,1,1,1,0,Higher,4.94078485644422E-05,0.0321313986143883
2477,06081602200,06,081,602200,8740,8540,8740,2506,1714,8110,323,7584,415,1362,2630,570,447,263,0.0369565217391304,0.867734553775744,0.242123687281214,0.167940813810111,0.307962529274005,0.0652173913043478,0.178371907422187,0.104948124501197,0,1,1,1,1,0,1,0,1,1,1,0,High,9.6475763257331E-05,0.0608508273112499
2478,06081602300,06,081,602300,4167,4155,4160,1136,893,3928,403,3654,141,354,1191,477,138,97,0.0967122630189585,0.876889848812095,0.157894736842105,0.090122199592668,0.286642599277978,0.114663461538462,0.121478873239437,0.085387323943662,1,1,0,0,1,0,0,0,1,1,1,0,High,0.00113971664950441,0.195496778196546
2495,06081604101,06,081,604101,8125,8072,8072,2461,1576,7809,305,6858,215,988,2571,664,630,170,0.0375384615384615,0.844061538461538,0.136421319796954,0.126520681265207,0.318508424182359,0.0822596630327057,0.255993498577814,0.0690776107273466,0,1,0,1,1,0,1,0,0,0,1,1,High,0.000112990872366936,0.0619256601215499
2514,06081606000,06,081,606000,5284,5284,5284,2141,1136,4879,226,3162,219,679,1679,534,343,70,0.0427706283118849,0.598410295230886,0.192781690140845,0.139167862266858,0.31775170325511,0.10105980317941,0.160205511443251,0.0326950023353573,0,0,1,1,1,0,1,0,0,0,1,1,High,7.91079851296672E-05,0.0448847256096097
2515,06081606100,06,081,606100,5010,5005,5010,1364,1129,4229,264,3749,138,799,2025,337,226,68,0.0526946107784431,0.748303393213573,0.122232063773251,0.188933554031686,0.404595404595405,0.0672654690618762,0.165689149560117,0.0498533724340176,0,1,0,1,1,0,1,0,0,0,1,1,High,0.000287541899069765,0.107451459707854
2516,06081606200,06,081,606200,7947,7855,7947,2230,1635,7290,338,6898,284,1880,3432,856,340,174,0.0425317729960992,0.868000503334592,0.173700305810398,0.257887517146776,0.436919159770847,0.10771360261734,0.152466367713004,0.0780269058295964,0,1,0,1,1,0,1,0,1,1,1,0,Higher,0.000122661607747432,0.0539444423293016
2531,06081607701,06,081,607701,4269,4219,4235,1205,776,4094,153,3189,85,498,1451,326,134,6,0.0358397751229796,0.747013352073085,0.109536082474227,0.121641426477772,0.343920360274947,0.0769775678866588,0.111203319502075,0.00497925311203319,0,1,0,1,1,0,0,0,1,1,1,0,High,0.000122413344797678,0.0603874792318738
2565,06081610201,06,081,610201,5875,5861,5868,1777,1079,5539,266,5114,174,1125,2343,474,551,245,0.0452765957446809,0.870468085106383,0.161260426320667,0.203105253655895,0.399761132912472,0.0807770961145194,0.31007315700619,0.137872819358469,0,1,0,1,1,0,1,0,1,1,1,0,Higher,0.00014953455865907,0.0773398379107156
2567,06081610203,06,081,610203,4079,4041,4079,1067,794,3715,51,3858,277,1074,2091,240,329,132,0.0125030644765874,0.945820053934788,0.348866498740554,0.289098250336474,0.517446176688938,0.0588379504780583,0.30834114339269,0.123711340206186,0,1,1,1,1,0,1,0,1,1,1,0,Highest,6.19088805251522E-05,0.0477965108450681
2571,06081610400,06,081,610400,6079,6079,6079,1715,1264,5643,262,5020,258,934,2514,439,362,59,0.0430991939463728,0.825793716071722,0.204113924050633,0.165514797093744,0.413554860996874,0.0722158249712124,0.211078717201166,0.034402332361516,0,1,1,1,1,0,1,0,1,1,1,0,Higher,0.000102741917999083,0.0453176402315023
2572,06081610500,06,081,610500,4905,4900,4905,1325,1030,4482,177,4135,165,728,1871,362,243,31,0.036085626911315,0.843017329255861,0.160194174757282,0.162427487728693,0.381836734693878,0.0738022426095821,0.183396226415094,0.0233962264150943,0,1,0,1,1,0,1,0,1,1,1,0,Higher,0.000122294352877361,0.0741218455762189
2573,06081610601,06,081,610601,6051,5926,6051,1645,1199,5436,116,5494,288,1201,2816,342,544,114,0.0191703850603206,0.907949099322426,0.240200166805671,0.22093451066961,0.475194060074249,0.0565195835399108,0.330699088145897,0.0693009118541034,0,1,1,1,1,0,1,0,1,1,1,0,Higher,9.27046598917514E-05,0.0487942711359026
2576,06081610800,06,081,610800,5013,4980,4994,1665,1052,4598,152,3843,230,555,2209,207,416,188,0.0303211649710752,0.766606822262119,0.218631178707224,0.120704654197477,0.443574297188755,0.0414497396876252,0.24984984984985,0.112912912912913,0,1,1,1,1,0,1,0,1,1,1,0,High,5.30224338035623E-05,0.0350488923665069
2577,06081610900,06,081,610900,7100,7065,7095,2502,1317,6636,76,4974,339,1016,3366,581,710,314,0.0107042253521127,0.70056338028169,0.257403189066059,0.153104279686558,0.476433121019108,0.0818886539816772,0.283772981614708,0.125499600319744,0,1,1,1,1,0,1,0,0,0,1,1,High,0.000110911279534776,0.0516495702900749
2585,06081611700,06,081,611700,5405,5397,5405,1429,1013,4956,191,4875,225,647,1898,350,331,171,0.0353376503237743,0.901942645698427,0.222112537018756,0.130548829701372,0.351676857513433,0.0647548566142461,0.231630510846746,0.119664100769769,0,1,1,1,1,0,1,0,1,1,1,0,Higher,0.00108584116014754,0.176403317420899
2586,06081611800,06,081,611800,4369,4361,4369,881,760,4040,142,4249,241,511,1737,352,121,20,0.0325017166399634,0.972533760585946,0.317105263157895,0.126485148514851,0.398303141481312,0.0805676356145571,0.137343927355278,0.0227014755959137,0,1,1,1,1,0,0,0,1,1,1,0,Higher,0.000492700590712047,0.0990973788725961
2587,06081611900,06,081,611900,10333,10223,10333,2627,1946,9749,191,9266,326,1492,2896,390,165,116,0.0184844672408787,0.896738604471112,0.167523124357657,0.153041337573084,0.283282793700479,0.0377431530049356,0.0628092881614008,0.0441568328892273,0,1,0,1,1,0,0,0,1,1,1,0,High,0.000347325695656764,0.0871368211506957
2588,06081612000,06,081,612000,7075,7021,7070,1525,1300,6779,240,6750,309,852,2495,661,253,25,0.0339222614840989,0.954063604240283,0.237692307692308,0.125682254019767,0.355362483976641,0.0934936350777935,0.165901639344262,0.0163934426229508,0,1,1,1,1,0,1,0,1,1,1,0,Higher,0.000130537774111872,0.0562969024673925
2589,06081612100,06,081,612100,8658,8658,8638,2770,1796,7739,158,7244,571,1338,4328,693,589,260,0.0182490182490182,0.836682836682837,0.317928730512249,0.172890554335185,0.4998844998845,0.080226904376013,0.212635379061372,0.0938628158844765,0,1,1,1,1,0,1,0,1,1,1,0,Higher,0.000101564433407475,0.0660762451607313
2614,06085500901,06,085,500901,4239,4239,4239,2125,619,4164,172,2993,114,244,1732,224,446,538,0.0405756074545883,0.706062750648738,0.184168012924071,0.058597502401537,0.408586930879925,0.0528426515687662,0.209882352941176,0.253176470588235,0,1,1,0,1,0,1,1,1,1,1,0,High,7.32018920643895E-05,0.0400677124465831
2615,06085500902,06,085,500902,5794,1743,5794,590,176,5771,21,4459,32,322,1067,356,224,77,0.00362443907490507,0.769589230238177,0.181818181818182,0.0557962224917692,0.612162937464142,0.061442871936486,0.379661016949153,0.130508474576271,0,1,1,0,1,0,1,0,1,1,1,0,High,2.46776103267621E-05,0.0213563342784068
2616,06085501000,06,085,501000,4721,4705,4705,2122,773,4446,408,3562,128,682,2337,719,664,474,0.0864223681423427,0.754501165007414,0.165588615782665,0.153396311291048,0.496705632306057,0.152816153028693,0.312912346842601,0.223374175306315,1,1,0,1,1,1,1,1,1,1,1,0,Higher,8.20050081529189E-05,0.036681524988535
2617,06085501101,06,085,501101,4495,4460,4495,1967,813,4274,166,3260,97,525,1431,531,406,261,0.0369299221357063,0.725250278086763,0.119311193111931,0.122835751052878,0.32085201793722,0.118131256952169,0.206405693950178,0.132689374682257,0,1,0,1,1,0,1,0,1,1,1,0,High,6.64451436023228E-05,0.0380491130197379
